nama,bintang,komentar,Waktu,Place name
UniQueen,5.0,Nyaman,9 months,Bobocabin Pangalengan Bandung
Pranaya (NY),5.0,,9 months,Bobocabin Pangalengan Bandung
Ronald P Setiabudi,5.0,"Saya dan keluarga saya tinggal di sini selama 2 malam. Kabinnya sangat bagus, dengan AC dan kamar mandi dalam ruangan. Mereka menggunakan aplikasi mereka sebagai kunci kabin dan Anda dapat memesan layanan kamar dari aplikasi mereka. Tempatnya sangat cocok bagi Anda yang mencari ketenangan dengan alam, liburan dari hiruk pikuk perkotaan. Pasti akan kembali dan sangat merekomendasikan.",9 months,Bobocabin Pangalengan Bandung
Elis Anita,4.0,"Pelayanan baik, fasilitas memadai dan teknologi tinggi, malam cukup dingin siangnya lumayan panas tapi di fasilitasi AC. Untuk kebersihan dan kenyamanan juga sangat enak View nya bagus bangett bikin betah dan ga bosan tapiiiiiiii untuk harga makanannya sangat tidak ramah dan mengagetkan🙏🏻🙂 …",9 months,Bobocabin Pangalengan Bandung
yufi ariftiyo sidi,5.0,"Saat saya menginap, saya dapat kabin 23. Kabin ini baru berumur sekitar satu bulan sejak dibuka, namun sudah ada beberapa fasilitas yang rusak.
Teralis/jaring yang menempel pada ventilasi kamar mandi hilang 2 titik,...",9 months,Bobocabin Pangalengan Bandung
Fadhli Nugraha Malik,3.0,,9 months,Bobocabin Pangalengan Bandung
Dody Satrianto,5.0,,9 months,Bobocabin Pangalengan Bandung
winando puspoatmojo,4.0,,9 months,Bobocabin Pangalengan Bandung
Priyanto Akhmad Solihin,5.0,"September 2023
Menginap selama 2 malam bersama keluarga.
+ View-nya masya Allah bagus banget. Pemandangan kebun teh di sekitarnya bikin …",9 months,Bobocabin Pangalengan Bandung
Fadhli Malik,3.0,"Untuk pelayanannya bagus banget, tapi sayangnya dapet cabin yang viewnya paling zonk, dari parkir ke cabin juga lumayan naik turun tangga",9 months,Bobocabin Pangalengan Bandung
Mini Pramono,5.0,"nginep semalam disini sungguh indah, tempatnya bersih, udaranya jelas dingin (12 derajat), pelayanan bagus walau masih ada petugas front office yg cuek tanpa senyum..tapi gak ada artinya lah buat saya jika dibanding dengan indahnya hamparan hijau daun teh di sekeliling kamar...",9 months,Bobocabin Pangalengan Bandung
ravell jurupoto,5.0,,9 months,Bobocabin Pangalengan Bandung
Emir Ananda,5.0,Perkemahan yang bagus untuk bersantai dan menginap,10 months,Bobocabin Pangalengan Bandung
gianti dewi permatasari,5.0,,10 months,Bobocabin Pangalengan Bandung
ilham maulana,5.0,,10 months,Bobocabin Pangalengan Bandung
Fuji Nur azizah,5.0,Puas banget menginap di bobocabin pangalengannn dingin dingin dingin enak hiiii 😍😍...,10 months,Bobocabin Pangalengan Bandung
Bara Dias Silaban,5.0,,10 months,Bobocabin Pangalengan Bandung
Rifa Albar,4.0,,10 months,Bobocabin Pangalengan Bandung
C S,5.0,"Datang ke sini pada hari Minggu-Senin, ramai.
Naik kabin kebawah, naik turun tangga lumayan.
Viewnya kebun teh, kalau siang agak panas, kalau malam lumayan dingin. …",10 months,Bobocabin Pangalengan Bandung
Wahyuni Shofiani,3.0,"Ga sesuai ekspektasi.. kesana gersang bgt, mana jauh, pelayanannya ga profesional. Masa ngobrolin SP depan konsumen. Sewa kompor juga dipersulit harus satu paket dengan makanan, sedangkan stok makanan habis. Kita yang prepare buat liburan …",10 months,Bobocabin Pangalengan Bandung
Dini Andriani,5.0,"Perfect place to stay!
sensasi menginap canggih di tengah kebun teh, dapet view sunrise & sunset juga!
Staff ramah dan standby 24H. …",10 months,Bobocabin Pangalengan Bandung
Parmin titik,4.0,Lagipula itu keren,10 months,Bobocabin Pangalengan Bandung
Fani Ardiansyah,5.0,,10 months,Bobocabin Pangalengan Bandung
Noor Asyhadi,4.0,Yang dijual emang tempatnya sih ini. Instagramable banget lah lokasinya,10 months,Bobocabin Pangalengan Bandung
zustikawati kusnadi,5.0,,10 months,Bobocabin Pangalengan Bandung
sri mulyani,5.0,"Pertama buka booking langsung, saya juga sudah sering menginap di kabin bobo yang lain, karena pemandangannya bagus sekali, langsung menghadap gunung. Kebanyakan merekomendasikan kabin nomor 25 & 26",10 months,Bobocabin Pangalengan Bandung
Deti Aulia,5.0,,10 months,Bobocabin Pangalengan Bandung
anung nfm,5.0,,10 months,Bobocabin Pangalengan Bandung
Ari Ramadhan,5.0,,10 months,Bobocabin Pangalengan Bandung
Isep Nurdin,5.0,,10 months,Bobocabin Pangalengan Bandung
lung wen,5.0,,10 months,Bobocabin Pangalengan Bandung
Handoko Djakaria,5.0,,10 months,Bobocabin Pangalengan Bandung
Alif Abatts Mudien,5.0,,10 months,Bobocabin Pangalengan Bandung
Yan Muhamad,2.0,,11 months,Bobocabin Pangalengan Bandung
Tio Prasiswanto,5.0,,11 months,Bobocabin Pangalengan Bandung
Luffhyaldo Hendryan,5.0,Kapan bukanya ya,11 months,Bobocabin Pangalengan Bandung
Dnd Dendi,5.0,"keren""",11 months,Bobocabin Pangalengan Bandung
M.Ridwan Nugraha,5.0,"Setelah perjalanan dinas menuju bobocabin pangalengan,sepertinya tempat ini akan menjadi salah satu destinasi favorit cabin camp.walaupun sebenarnya belum rampung projectnya",a year,Bobocabin Pangalengan Bandung
Visi Nur Sa'diah,5.0,,10 hours,Bobocabin Ranca Upas Bandung
Yugi Purba,4.0,"Menginap semalam di bobocabin rancaupas ini tidak cukup, karena memang tempat nya nyaman dan sejuk, cocok untuk liburan bersama keluarga karena lokasi rancaupas terdapat beberapa tempat bermain anak dari penangkaran rusa, flying fox, ATV, …",2 days,Bobocabin Ranca Upas Bandung
Evelin Grishella,5.0,"tempat yg sejuk, bener-bener tempat staycation yg bisa kita nikmati denger suara2 alam, lihat pemandangan danau kecil dan pohon-pohon yg menyejukan mata. super fresh banget nginep disini.. apalagi pas aku nginep, malam harinya hujan.. bikin …",4 days,Bobocabin Ranca Upas Bandung
Rizky Hanan,5.0,"Lokasinya sangat indah, ada danau ditengah- tengah area dan disediakan spot- spot untuk berkumpul bersama teman/ keluarga",6 days,Bobocabin Ranca Upas Bandung
vincentaug ඞඞ,1.0,,a week,Bobocabin Ranca Upas Bandung
Tia Setiawati,5.0,,a week,Bobocabin Ranca Upas Bandung
Shally Prithaliani,5.0,"udah 2x kesini, kami dibolehin pilih nomor cabin yg udah jd favorit kami. Makasih mas front office 👍 …",a week,Bobocabin Ranca Upas Bandung
wida ridawati,5.0,Dingin,2 weeks,Bobocabin Ranca Upas Bandung
Rudi Hartono,5.0,Suasana nya enak si sayangnya kamar mandi umum kalau dapat kamar yang dekat kamar mandi enak,2 weeks,Bobocabin Ranca Upas Bandung
billy saputra,5.0,asik ada telaga berasap,2 weeks,Bobocabin Ranca Upas Bandung
Sella Tresna,5.0,"Sejuk dan segar sekali, cocok untuk penyembuhan karena penat dengan kehidupan di ibu kota..
Tempatnya bagus, bersih, aman dan tidak takut kalau malam, bahkan kamar mandinya di luar..",2 weeks,Bobocabin Ranca Upas Bandung
catherine natalia,4.0,"Untuk standard cabin bathroom nya sharing, tapi cuma ada 2.. agak pelit fasilitas si ya mana jauh kamar mandinya. Di dalam kamar cuma ada 3 hook hanger, 2 bantal, 1 selimut, 2 handuk, 2 sikat gigi (sabun shampo sudah disediakan di kamar …",3 weeks,Bobocabin Ranca Upas Bandung
will lys,5.0,"Untuk standard cabin bathroom nya sharing, tapi cuma ada 2.. agak pelit fasilitas si ya mana jauh kamar mandinya. Di dalam kamar cuma ada 3 hook hanger, 2 bantal, 1 selimut, 2 handuk, 2 sikat gigi (sabun shampo sudah disediakan di kamar …",3 weeks,Bobocabin Ranca Upas Bandung
steven fong,4.0,,3 weeks,Bobocabin Ranca Upas Bandung
Zaid Khojinatul Asror,5.0,Enak gak ada obat,4 weeks,Bobocabin Ranca Upas Bandung
Reno Ikra Diadji,5.0,,a month,Bobocabin Ranca Upas Bandung
Wildan Bujana,5.0,Sedingin salju,a month,Bobocabin Ranca Upas Bandung
Rizki Nuranda,5.0,,a month,Bobocabin Ranca Upas Bandung
Wisnu Nugroho,5.0,"T4 yg nyaman khususnya yg berduaan
Suasana dingin, tenang, pemandangan alam yg indah
Kamar mandi bersama dengan aksez QR …",a month,Bobocabin Ranca Upas Bandung
Arliska Fatma Rosi,4.0,"Saya dan pasangan menginap dua malam.

Lokasi strategis dan fasilitas dibuat dengan mempertimbangkan keamanan, …",a month,Bobocabin Ranca Upas Bandung
Dhani Tria,5.0,"Keren, bisa bakar2 ayam pake api unggun, dekat dengan sewa sepeda, dekat penangkaran rusa, dekat dengan onsen",a month,Bobocabin Ranca Upas Bandung
Novia,5.0,"Menginap semalam di Bobocabin Ranca Upas dan puas banget, good experience!

Lokasinya masuk ke dalam kawasan wisata Ranca Upas dan harga hotelnya belum …",a month,Bobocabin Ranca Upas Bandung
Ivan Mustaqim,5.0,Tempat penginapan untuk healing dan rehat dari kesibukan. Lokasinya tepat untuk menikmati ketenangan dan merasakan hutan yang bagus,a month,Bobocabin Ranca Upas Bandung
Novia Iskandar,5.0,"semuanya baik-baik saja, kalau bisa ditambah taman bermain untuk anak-anak..",a month,Bobocabin Ranca Upas Bandung
Dr. Rian Ahmad Syathari,5.0,Buat yang cari suasana baru tidur di alam ini bisa jadi pilihan hanya saja kamarnya memang kecil sekali,a month,Bobocabin Ranca Upas Bandung
Riki Wibowo,5.0,Bobocabin pilihan terbaik untuk menginap dengan suasana alam alami. Pemandangan danaunya indah.,a month,Bobocabin Ranca Upas Bandung
Katherin Mumbunan,3.0,"Kelemahannya cuma di jumlah shared toilet dan kamar mandi untuk umum nya cuma ada 1, jadi pasti antriii",a month,Bobocabin Ranca Upas Bandung
Metiara Cahya,5.0,,a month,Bobocabin Ranca Upas Bandung
Almer Ghazi,5.0,,a month,Bobocabin Ranca Upas Bandung
FARID HAYDEN,5.0,Bersih n ramah,2 months,Bobocabin Ranca Upas Bandung
Rizaldy Ananta Rahman,5.0,Yang terbaik di Ciwidey,2 months,Bobocabin Ranca Upas Bandung
Teresa Iswara Widyasmara,5.0,"Kalo ada budget lebih, utamanya yg bawa anak memang lebih baik pilih yg kamar mandinya di dalam. Karena memang udaranya dingin sekali, dan pas bgt waktu saya ke sana sore itu sudah mulai hujan deras, jadi tengah malam sudah pasti anak2 ke …",2 months,Bobocabin Ranca Upas Bandung
Tetuko Murdihardjo,4.0,,2 months,Bobocabin Ranca Upas Bandung
Bolong Udin,5.0,,2 months,Bobocabin Ranca Upas Bandung
nabilla karessa,5.0,"Cozy banget tempatnya, nyaman and view nya indah banget. Staffnya juga ramah bangettt next time bakal kesini lg sih thankyou atas pelayanannya bobocabin ranca upas❤️",2 months,Bobocabin Ranca Upas Bandung
Agus Purnama (Agus),5.0,Mantap meeen,2 months,Bobocabin Ranca Upas Bandung
Izzan Rasyadan,4.0,,2 months,Bobocabin Ranca Upas Bandung
selene Kim,5.0,,2 months,Bobocabin Ranca Upas Bandung
Alfan Setiawan R,5.0,cocok untuk menginap semalam,2 months,Bobocabin Ranca Upas Bandung
Tien Triani,5.0,,2 months,Bobocabin Ranca Upas Bandung
Jonathan “IronBranches” Andrew,4.0,"Tempat yang bagus untuk suasana glamping, sangat dingin dan menyenangkan. Kamar terasa agak kurang terawat, tidak untuk menginap jangka panjang karena hampir tidak ada yang bisa dilakukan di area rancaupas",2 months,Bobocabin Ranca Upas Bandung
cynthia wondal,5.0,"Semuanya mantap, namun kadang ada motor yang suaranya knalpotnya kenceng bgt",2 months,Bobocabin Ranca Upas Bandung
Dinda A,5.0,"Dari titik tertinggi, kamu bisa menikmati view alam dengan leluasa. Pada pagi atau sore hari, kamu akan dimanjakan dengan keindahan matahari terbit maupun terbenam.||Taman Langit Pangalengan juga memiliki camping ground. Nggak perlu …",3 months,Bobocabin Ranca Upas Bandung
albert medwin,4.0,"- SANGAT dingin, tapi saya datang ke sini mencari kedinginan (atau karena musim hujan)
- Bangun pagi penuh kabut 👍🏽
- Udaranya sangat bagus...",3 months,Bobocabin Ranca Upas Bandung
Dennis Salim,4.0,"pasti pengalaman yang unik. lokasi bagus, sangat estetis. banyak akomodasi yang tidak tersedia, agak membosankan ketika tidak ada yang bisa dilakukan, perlu ditingkatkan",3 months,Bobocabin Ranca Upas Bandung
Dede Andry Ranca Upas,4.0,,3 months,Bobocabin Ranca Upas Bandung
Rahmat MH,5.0,,3 months,Bobocabin Ranca Upas Bandung
Merry Martina,5.0,,3 months,Bobocabin Ranca Upas Bandung
Dian Titis Sari,5.0,Tempat untuk bersantai,3 months,Bobocabin Ranca Upas Bandung
Jalan Tipis-tipis,5.0,"Traveling ke Bobocabin Rancaupas yg kemudian menjadi healing, cocok bgt nih yg pengen ngerasain camping di alam terbuka versi moderen gak pake ribet,
datang checkin udh malam jam 7an, dibantu sama petugas yg ramah dan helpfull …",3 months,Bobocabin Ranca Upas Bandung
Rois Hanafi,5.0,Saya mendapatkan pengalaman yang luar biasa selama menginap di sini. Ini memiliki kamar nyaman yang bagus dalam suasana alami,3 months,Bobocabin Ranca Upas Bandung
Endang Papa,5.0,"Suasananya enak banget, tenang dan adem buat refreshing, mantap, pelayanannya juga ramah, semua lewat aplikasi bobobox, bawa makanan banyak, soalnya dingin, jadi lapar Mulu...",4 months,Bobocabin Ranca Upas Bandung
Lestari Tari 12,3.0,"Masuk bayar 65 ribu...mau showing dulu bobocabinnya, tapi ternyata tidak cocok untuk kita yang usia 50++, karena gerimis maka jalannya naik keatas (cabin kamarmandi dalam), diantara pinus2, malam takutnya gelap, ruangan kamar terlalu …",4 months,Bobocabin Ranca Upas Bandung
Saskiadea,4.0,,4 months,Bobocabin Ranca Upas Bandung
Aldi Nanang permana,5.0,,4 months,Bobocabin Ranca Upas Bandung
Endang Wijaya,5.0,Destinasi tempat wisata di bandung slah satunya yg ada di daerah Ranca Upas yaitu Bobocabin.dengan alam yg sangat asri  bisa bermalam sewa tempat terjangkau dan mendapat kan sarapan gratis.,4 months,Bobocabin Ranca Upas Bandung
Ali Aulia Rahman,5.0,"Alternatif tempat liburan anti mainstream! Buat kamu yang bosen liburan cuma di hotel aja, atau liburan kalo gak Yogya ya Bali, Cobain nih liburan di tengah hutan! …",4 months,Bobocabin Ranca Upas Bandung
bri agro,5.0,penyembuhan,4 months,Bobocabin Ranca Upas Bandung
Karina Oktaviani,4.0,"Kesini pas tanggal 13 stay di cabin 29, enak banget sepi sejuuk pemandangannya keren banget .sayangnya makanannya kebanyakan out of stok+di tengah malam kek ada orang yang lagi masak berisik banget.",4 months,Bobocabin Ranca Upas Bandung
Elsa lida ningrum,5.0,"Sejuk, damai, sejuk…..",4 months,Bobocabin Ranca Upas Bandung
Ahmadi Zaini,4.0,makanan yang di menu banyak yg out of stock.. Sisa nya bagus,4 months,Bobocabin Ranca Upas Bandung
Dedi Suherman,5.0,,4 months,Bobocabin Ranca Upas Bandung
Anything You need,5.0,"Sebenarnya menginap disini terasa sangat menyehatkan karena udaranya masih sangat segar
Hutan melekat pada kabin
Detail review saya sudah di jadikan konten youtube...",5 months,Bobocabin Ranca Upas Bandung
Anggi Nasarudin,4.0,"everything was great.

minusnya air yang nggak panas dan wifi yg lemot.",5 months,Bobocabin Ranca Upas Bandung
Duma Feri,5.0,"Dua jempol..pemandangan indah dengan udara sejuk untuk perjalanan singkat akhir pekan Anda bersama keluarga..pilihan lain untuk menginap di dekatnya seperti camping ground, camper van dari penyedia lain..",5 months,Bobocabin Ranca Upas Bandung
Ani Maryani,5.0,,5 months,Bobocabin Ranca Upas Bandung
Sonia Meidiana,5.0,Recomended,5 months,Bobocabin Ranca Upas Bandung
dieto prasetyo,5.0,,5 months,Bobocabin Ranca Upas Bandung
Fitri Siti Rahmah,5.0,,5 months,Bobocabin Ranca Upas Bandung
Marcus Santoso,5.0,"Pengatur waktu pertama dan pelanggan yang senang. Pasti senang berkunjung lagi, padahal di hari kedua kami diusir karena peringatan cuaca buruk dari PERHUTANI. Namun, ini demi keselamatan kita sendiri, jadi tidak ada pilihan. Kembali ke review.. Beneran…",5 months,Bobocabin Ranca Upas Bandung
desifa santi,5.0,"Lokasinya berada di kawasan Ranca Upas Estate, jadi jika ingin menginap disini bayar tiket masuk Ranca Upas + parkir camp. Termasuk seri Bobocabin termurah. Kabin standar dapat menampung 2 orang +- 500k akhir pekan dan +- 400k hari kerja, tergantung...",5 months,Bobocabin Ranca Upas Bandung
NF,1.0,"layanan gak bagus, informasi yg diberikan tidak jelas...cancel kamar uang hilang sama sekali, tidak ada kebijakan...gak recomended👎 …",5 months,Bobocabin Ranca Upas Bandung
Yadi Yasin,5.0,"Lokasi bagus, kamar bersih",5 months,Bobocabin Ranca Upas Bandung
Siti Sarah,4.0,"Tempatnya enak dan dingin, pemandangannya bagus, tapi buat saya yang sudah berumur 5 tahun, repot kalau ke toilet.. pas mau bikin kopi nggak ada sendok cuma ada gelas kopi jadi repot kalau ke atas minta sendok.",5 months,Bobocabin Ranca Upas Bandung
Agus Sa,5.0,Senang,5 months,Bobocabin Ranca Upas Bandung
Rima Fitria,4.0,"first time coba bobocabin, lebih luas dari perkiraan.

tapi hopefully bisa improve, terutama : …",5 months,Bobocabin Ranca Upas Bandung
Agus Yanto,5.0,,5 months,Bobocabin Ranca Upas Bandung
Nursalam Idham,5.0,Mantap sekali,5 months,Bobocabin Ranca Upas Bandung
Dasep Erlangga,5.0,Pengalaman yang sangat menyenangkan bisa menginap di bobocabin Ranca upas selain tempat yang nyaman dekat juga dengan penangkaran rusa Ranca upas yg belum pernah wajib cobain nihh biar ngerasain pengalaman menginap di tempat seindah bobocabin Ranca upas,5 months,Bobocabin Ranca Upas Bandung
Gesta Alfarizki,5.0,"Tempatnya nyaman, sejuk dan enak banget karena cocok untuk staycation bareng abang hehe",5 months,Bobocabin Ranca Upas Bandung
Noki Ariwibisono,4.0,"Tempat bersih, udara sejuk dan dingin, kamar mandi dan toilet outdoor mungkin ditambah jumlahnya",5 months,Bobocabin Ranca Upas Bandung
Irfan Sigara,1.0,,5 months,Bobocabin Ranca Upas Bandung
Destanti Fatwakhyuni,5.0,"Datang saat malam tahun baru, booking di Traveloka

Kelebihan : …",5 months,Bobocabin Ranca Upas Bandung
Arcva Putra,5.0,"Senang tinggal di sini dan saya suka cuacanya. AC alami adalah level lain. Saya tidak pandai dalam cuaca dingin, tapi di sini masih level ""oke"". Itu saja sudah cukup baik. Perlengkapan mandinya bagus dan juga suka kebersihan di seluruh area. Saya akan merekomendasikan untuk perjalanan berikutnya. Terima kasih bobocabin. Bobo di kabin 😍😍😍 …",5 months,Bobocabin Ranca Upas Bandung
Selly Marcia,5.0,"Lokasinya di ranca upas, dekat sekali dengan kandang rusa. Kalau soal ambience pasti bagus banget, cocok untuk healing🙌🏻...",6 months,Bobocabin Ranca Upas Bandung
Trip.com Member,4.5,Mendapatkan pengalaman menginap yang menyenangkan di sini dan juga dapat menikmati udara bersih 😆 …,6 months,Bobocabin Ranca Upas Bandung
Esti Nur Amalia,5.0,"Penginapan dengan pengalaman yang unik!

Rekomendasi : …",6 months,Bobocabin Ranca Upas Bandung
Muhammad Junaedi,4.0,"Overall tempatnya bagus dan bagus banget buat healing. Minusnya cuma satu, tolong ditambah toiletnya. Dan fasilitas perahu untuk telaga mohon dibuka kembali. Itu bagus.",6 months,Bobocabin Ranca Upas Bandung
Sami Aji,4.0,"Pengalaman kabin unik di tengah area camping di kawasan Ciwidey.
Kabinnya bagus, namun kami menghabiskan sekitar satu jam untuk mencoba masuk ke area tersebut, hindari masuk pada jam sibuk.",6 months,Bobocabin Ranca Upas Bandung
trian petra,5.0,"Place: saya menempati cabin 1 yang letaknya menurut saya paling strategis karena berada dipinggir danau, dekat dari dua lokasi toilet dam mushola. Kamar cukup untuk berdua dengan ruang gerakbyg terbatas tetapi view menarik dan suasana yang …",6 months,Bobocabin Ranca Upas Bandung
Antoni Aini,5.0,Kudu bawa baju hangat Krn suhu disini dinginnya puoolll.. 13-14 derajat Celcius boo..,6 months,Bobocabin Ranca Upas Bandung
