nama,bintang,komentar,Waktu,Place name,clean_text
Inne Chaysalina,5.0,"Bersihh dan nyamannn, kamar mandi juga walaupun sharing tetap rutin dibersihkann dan super bersihh",2 years,Bobopod Dago Bandung,"bersihh dan nyamannn, kamar mandi juga walaupun sharing tetap rutin dibersihkann dan super bersihh"
Rhea,4.0,"Harga terjangkau, murah, AC Dingin, design lucu banget, walau murah tapi kualitas oke. Cuma 1 aja sih, kamar mandi wanita & laki2 kan terpisah, waktu saya ingin ke toilet & mandi, ada pegawai yang bersih2 di dalam kamar mandi wanita, dan pegawai tsb laki2. Menurut saya akan lebih baik jika yang bebersih kamar mandi wanita, adalah OB perempuan juga, karna saya berhijab, kurang nyaman sih walaupun dalam bentuk bilik2 tertutup, apa lagi setelah mandi, misalnya mau hair dryer an dulu disana. But overall ok banget dan nyaman kokk",2 years,Bobopod Dago Bandung,"harga terjangkau, murah, ac dingin, design lucu banget, walau murah tapi kualitas oke. cuma 1 saja sih, kamar mandi wanita & laki-laki kan terpisah, waktu saya ingin ke toilet & mandi, ada pegawai yang bersih2 di dalam kamar mandi wanita, dan pegawai tersebut laki-laki. menurut saya akan lebih baik jika yang bebersih kamar mandi wanita, adalah ob perempuan juga, karena saya berhijab, kurang nyaman sih walaupun dalam bentuk bilik2 tertutup, apa lagi setelah mandi, misalnya mau hair dryer an dulu disana. but overall ok banget dan nyaman kokk"
Christian Lim,5.0,"What I love about Bobobox Dago :
- Warm & friendly staff
- Fully integrated with technology
- Comfy room
- Lovely facilities such as water dispenser, pantry, coffee vending machine, and a backyard!
- Strategic, as you can reach several restaurants, coffee shops, and distros in minutes!

Note : I got a blanket which has been teared apart. Hope the hotel staffs put attention to little details like that!",2 years,Bobopod Dago Bandung,"what i love about bobobox dago : - warm & friendly staff - fully integrated with technology - comfy room - lovely facilities such as water dispenser, pantry, coffee vending machine, and a backyard! - strategic, as you can reach several restaurants, coffee shops, and distros ini minutes!  note : i got a blanket which has been teared apart. hope the hotel staffs put attention to little details like that!"
Anies Puspa,5.0,Great capsul hotel and very clean!,2 years,Bobopod Dago Bandung,great capsul hotel and very clean!
ABDY MAULANA MUHAMMAD KHAIRUDIN,5.0,"Nyaman banget loh ,pokonya gak bisa diungkapkan pake kata2 makanya buruan kalian booking sekarang soalnya selain tempatnya bagus,nyaman,dan mewah untuk harga yang ekonomis. Pokoknya Bobobox is the best ❤️❤️❤️",2 years,Bobopod Dago Bandung,"nyaman banget loh ,pokoknya enggak bisa diungkapkan pakai kata-kata makanya buruan kalian booking sekarang soalnya selain tempatnya bagus,nyaman,dan mewah untuk harga yang ekonomis. pokoknya bobobox is the best ❤️❤️❤️"
F. R. Clara,5.0,"Lokasinya strategis, ada tempat outdoornya juga dan free air minum. Nyaman banget tidur di sini. Dekat ke supermarket, apotek, resto fast food, taman, banyak resto enak2, suasana tenang juga dan staffnya ramah. Pasti akan kembali ke sini.",2 years,Bobopod Dago Bandung,"lokasinya strategis, ada tempat outdoornya juga dan free air minum. nyaman banget tidur di sini. dekat ke supermarket, apotek, resto fast food, taman, banyak resto enak2, suasana tenang juga dan staffnya ramah. pasti akan kembali ke sini."
Inas Humaid,4.0,"Tempatnya cozy, nyaman dan bersih. Saya punya sedikit anxiety kalo tinggal di tempat sempit, untungnya di bobobox perasaan itu ga muncul. Minusnya satu, musik dalam pods kadang suka kedenger dari luar. Jadi agak sungkan ganggu orang lain yang lalu lalang",2 years,Bobopod Dago Bandung,"tempatnya cozy, nyaman dan bersih. saya punya sedikit anxiety kalo tinggal di tempat sempit, untungnya di bobobox perasaan itu enggak muncul. minusnya satu, musik dalam pods kadang suka kedenger dari luar. jadi agak sungkan ganggu orang lain yang lalu lalang"
Wei Baefong,5.0,"recommended, tempat nyaman dan bersih, taat prokes!",2 years,Bobopod Dago Bandung,"recommended, tempat nyaman dan bersih, taat prokes!"
lundu christina,5.0,"Untuk backpaker sangat2 rekomend nih disini, walau tdr d box, yah namanya saja adh bobobox yah, tp bagus, semua sistem aplikasi, bisa ganti warna2 lampu tdr, ad musik tdrnya yg bikin nyaman, untuk yg jalan2 terus pengen istrahat lanhsung sih oky bngt, kamar mandi sharing tp jngan kuatir sangat bersih, tempat untyk makan, minum, dan sekedar santai2 ruang terbuka juga ada..hrga boleh cek di aplikasinya bobox yah, oia tips gais , kdng hrga lebih mahal d aplikasinya jd coba buat perbandingan , pegi2 atau traveloka.",2 years,Bobopod Dago Bandung,"untuk backpaker sangat-sangat rekomend nih disini, walau tidur di box, ya namanya saja adh bobobox ya, tapi bagus, semua sistem aplikasi, bisa ganti warna2 lampu tidur, ada musik tdrnya yang bikin nyaman, untuk yang jalan-jalan terus pengin istrahat lanhsung sih oky banget, kamar mandi sharing tapi jangan kuatir sangat bersih, tempat untyk makan, minum, dan sekedar santai2 ruang terbuka juga ada..hrga boleh cek di aplikasinya bobox ya, oia tips gais , kadang hrga lebih mahal di aplikasinya jadi coba buat perbandingan , pegi2 atau traveloka."
Dikdik Sadikin,5.0,"Buat keperluan sekadar tidur tapi ingin menjelajah kota, tempat ini cocok dan nyaman.",2 years,Bobopod Dago Bandung,"buat keperluan sekadar tidur tapi ingin menjelajah kota, tempat ini cocok dan nyaman."
Ivan Harka,5.0,Cleanest bobobox ever,2 years,Bobopod Dago Bandung,cleanest bobobox ever
Reyna,4.0,cutie place!!,2 years,Bobopod Dago Bandung,cutie place!!
NMKT,3.0,"Tempatnya nyaman, namun nyaman itu seketika sirna kalau datang segerombolan orang norak bawa² anak kecil, padahal udah jam tenang, tapi masih aja teriak². Mohon untuk diingatkan lg buat yg bawa anak²",2 years,Bobopod Dago Bandung,"tempatnya nyaman, namun nyaman itu seketika sirna kalau datang segerombolan orang norak bawa² anak kecil, padahal sudah jam tenang, tapi masih saja teriak². mohon untuk diingatkan lagi buat yang bawa anak²"
Austenite pasmahputra,5.0,"paling nyaman buat traveller backpack, staycation.  kamar mandi banyak, smoking area memadai,  deket kemana mana.  dan ga lupa akses internet terbukti cepet bagi yg mau  tugas, kerjaan atau netflix di pod",2 years,Bobopod Dago Bandung,"paling nyaman buat traveller backpack, staycation.  kamar mandi banyak, smoking area memadai,  dekat kemana mana.  dan enggak lupa akses internet terbukti cepat bagi yang mau  tugas, pekerjaan atau netflix di pod"
Connyta Azzahra,3.0,Lumayan baik,2 years,Bobopod Dago Bandung,lumayan baik
hadni yansyah,5.0,"menginap di sini serasa hidup di jepang , harga terjangkau untuk para petualang  keren  pokonya , wajib coba di sini .",2 years,Bobopod Dago Bandung,"menginap di sini serasa hidup di jepang , harga terjangkau untuk para petualang  keren  pokoknya , wajib coba di sini ."
Maisi AR,5.0,"Pretty nice and comfortable at those rates, clean and cozy room, convenient and comfy especially for backpackers. Clean shared bathroom and pantry. Helpful front desk.",2 years,Bobopod Dago Bandung,"pretty nice and comfortable at those rates, clean and cozy room, convenient and comfy especially for backpackers. clean shared bathroom and pantry. helpful front desk."
Eva dwiyanti S,5.0,Nyaman banget,2 years,Bobopod Dago Bandung,nyaman banget
Fathia Mahmuda,5.0,"Bersih, protokol kesehatan juga oke",2 years,Bobopod Dago Bandung,"bersih, protokol kesehatan juga oke"
Jaka Riadi,5.0,"tempatnya keren n kece, super bersih dan nyaman",2 years,Bobopod Dago Bandung,"tempatnya keren n kece, super bersih dan nyaman"
Jehian Norman Saviero,5.0,"Proses check-in normal, sekitar 5-7 menit karena harus install aplikasi Bobobox terlebih dahulu sebelum check-in. Kamar-nya tidak sesempit yang dibayangkan dan bahkan saya duduk masih ada space antara kepala dengan langit-langit. Kamar mandinya tentu tidak di kamar dan tipenya shared. Lokasinya dekat dengan beberapa brand fastfood sehingga bila ingin melakukan order online, bisa cepat datangnya. Ada Musholla di dalam Bobobox sehingga tidak perlu khawatir untuk sholat di luar hotel. Disediakan toiletries berupa handuk dan sikat gigi + odol dari dalam kamar. Untuk sabun dan shampoo sudah disediakan di dalam kamar mandi di dalam dispenser di setiap bilik. Disediakan sendal hotel yang wajib dipakai dari lobby check-in hingga masuk ke dalam area hotel dikarenakan alas kaki harus dimasukkan loker yang sudah disediakan. Barang bawaan tidak perlu dimasukkan loker karena ruangannya cukup untuk menyimpan 2-3 tas koper di dalam kamar. Bisa setting brightness lampu secara custom, baik dari aplikasi Bobobox ataupun dari antar muka yang disediakan di dalam kamar. Tidak hanya itu, lampu kamar juga bisa disetting warna-nya sesuai warna yang diinginkan (custom RGB yang tersedia).",2 years,Bobopod Dago Bandung,"proses check-ini normal, sekitar 5-7 menit karena harus install aplikasi bobobox terlebih dahulu sebelum check-ini. kamar-nya tidak sesempit yang dibayangkan dan bahkan saya duduk masih ada space antara kepala dengan langit-langit. kamar mandinya tentu tidak di kamar dan tipenya shared. lokasinya dekat dengan beberapa brand fastfood sehingga bila ingin melakukan order online, bisa cepat datangnya. ada musholla di dalam bobobox sehingga tidak perlu khawatir untuk sholat di luar hotel. disediakan toiletries berupa handuk dan sikat gigi + odol dari dalam kamar. untuk sabun dan shampoo sudah disediakan di dalam kamar mandi di dalam dispenser di setiap bilik. disediakan sendal hotel yang wajib dipakai dari lobby check-ini hingga masuk ke dalam area hotel dikarenakan alas kaki harus dimasukkan loker yang sudah disediakan. barang bawaan tidak perlu dimasukkan loker karena ruangannya cukup untuk menyimpan 2-3 tas koper di dalam kamar. bisa setting brightness lampu secara custom, baik dari aplikasi bobobox ataupun dari antar muka yang disediakan di dalam kamar. tidak hanya itu, lampu kamar juga bisa disetting warna-nya sesuai warna yang diinginkan (custom rgb yang tersedia)."
anwar supriatna,5.0,"Enak,nyaman,terjangkau",2 years,Bobopod Dago Bandung,"enak,nyaman,terjangkau"
wahyudi tjb,3.0,Bagus baik nyaman buat nginep tapi sayang sikat gigi air minum pun tidak ada,2 years,Bobopod Dago Bandung,bagus baik nyaman buat nginep tapi sayang sikat gigi air minum pun tidak ada
Cittra Chodio,1.0,"Parah banget resepsionisnya ..Sy telp berkali kali jam 2 pagi ..krna Sy kbngun ada yg berantem ..ga d angkat"" ..pdhl udh lebih dr 10 kali masa sih lagi tdur ..pdhl d dnua perhotelan gaboleh tdur",2 years,Bobopod Dago Bandung,"parah banget resepsionisnya ..saya telp berkali kali jam 2 pagi ..karena saya kbngun ada yang berantem ..enggak di angkat"" ..padahal sudah lebih dari 10 kali masa sih lagi tidur ..padahal di dnua perhotelan gaboleh tidur"
Marsaulina Clarissa,5.0,The best bobobox ever!,2 years,Bobopod Dago Bandung,the best bobobox ever!
Riezki Aulia,5.0,"Capsule hotel yang cukup nyaman, bersih dan bersahabat.",2 years,Bobopod Dago Bandung,"capsule hotel yang cukup nyaman, bersih dan bersahabat."
Dina Regita,2.0,Too many regulation and not friendly staff,2 years,Bobopod Dago Bandung,too many regulation and not friendly staff
Djournal,5.0,"Tempatnya sangat nyaman dan modern
sangat cocok untuk solo traveler dan harganya murah",2 years,Bobopod Dago Bandung,tempatnya sangat nyaman dan modern sangat cocok untuk solo traveler dan harganya murah
Hani Pratiwi,1.0,"PELAYANAN DI DAGO GA BAIK ,AIR TUMPAH HARUS DI DENDA 50 RIBU, RIBET!",3 years,Bobopod Dago Bandung,"pelayanan di dago enggak baik ,air tumpah harus di denda 50 ribu, ribet!"
muhamad kurniawan,5.0,"Tempat nyaman,rapih harga ramah di kantong 👍🏼 wc walau sharing tetap dijaga kerapihannya …",3 years,Bobopod Dago Bandung,"tempat nyaman,rapi harga ramah di kantong 👍🏼 wc walau sharing tetap dijaga kerapihannya …"
Annisa Amalia,5.0,"Nyamann banget untuk backpacker, fasilitas bersih, pelayanannya ramah.",3 years,Bobopod Dago Bandung,"nyamann banget untuk backpacker, fasilitas bersih, pelayanannya ramah."
Snoopy Poppy,5.0,It's amazing... if you stay at bobox ajaa,3 years,Bobopod Dago Bandung,it's amazing. if you stay at bobox saja
Jeanny,3.0,"Great place for transit & for backpacker, would recommend the management to give more 24hr promo for a weekend escape

need improvement in maintaining cleanliness, both inside the pods & sharing area
the bathroom floor is too slippery
indoor dining area is too open, it's literally placed in a hall leads to mens bathroom which can be a little uncomfortable and with no direct AC, there is little to no difference with outdoor area
bed sheets, linen and blanket does NOT appear as new which is concerning
WIFI connection great",3 years,Bobopod Dago Bandung,"great place for transit & for backpacker, would recommend the management to give more 24hr promo for a weekend escape  need improvement ini maintaining cleanliness, both inside the pods & sharing area the bathroom floor is too slippery indoor dining area is too open, it's literally placed ini a hall leads to mens bathroom which can be a little uncomfortable and with no direct ac, there is little to no difference with outdoor area bed sheets, linen and blanket does not appear as new which is concerning wifi connection great"
