nama,bintang,komentar,Waktu,Place name
Naina Wasilah,2.0,,5 months,Bobocabin Cikole Bandung
Meta Nityaka,5.0,"Cocok wisata paru-paru, healing ketenangan, berendam dicuaca dingin dan sejuk",5 months,Bobocabin Cikole Bandung
Dani Zaelani,4.0,,5 months,Bobocabin Cikole Bandung
Untung Bager,5.0,Mantap 👍👍👍👍👍 aman dan nyaman buat kemping,5 months,Bobocabin Cikole Bandung
Victor Tanamal,5.0,,5 months,Bobocabin Cikole Bandung
Rendy Laksana,5.0,"Tempat yg bgs bgt untuk menjernihkan pikiran dari kepenatan kota, bisa tidur di tengah kehinangan hutan, keren bgt vibes nya 👍👍",6 months,Bobocabin Cikole Bandung
Nimas Ayu,4.0,,6 months,Bobocabin Cikole Bandung
Rilanti Kamelia,2.0,"Lokasi yang bagus, cabin facility cukup lengkap, hanya sayang kalau siang cukup panas karena tidak ada fan. Selama menginap sayangnya pelayanan tidak cukup tanggap, saya menginap di tanggal 23-25 Desember 2023. Ketika peak season sepertinya managementnya belum siap, paket makan yang kami beli sangat lama datangnya dan tidak lengkap sesuai yang dibayarkan sehingga ini banyak memakan waktu lama untuk konfirmasi hal yang seharusnya tidak perlu, air panas bath tub di luar hari ke 2 sore hingga hari ke 3 mati ini sangat amat disayangkan, dan ketika malam air di penginapan mati totl selama kurang lebih 1,5 jam.

Mungkin bisa jadi pelajaran managemen kedepannya lebih baik atau nantinya tidak akan ada repeat customer :).",6 months,Bobocabin Cikole Bandung
Trip.com Member,5.0,Goodd,6 months,Bobocabin Cikole Bandung
Kelvin Yohanes,5.0,"Pengalaman yang cukup menyenangkan untuk menginap disini, sangat cocok untuk menjauh sebentar dari keramaian kota. Staff yang ramah dan gercep dalam diminta bantuan.",6 months,Bobocabin Cikole Bandung
Dian A,5.0,"Overall good and so nature, fresh. Can explore around, but on the weekend this area really terrified for traffic. And public restroom for sharing shower room only 1",6 months,Bobocabin Cikole Bandung
Robby Oksa Cornely,4.0,,6 months,Bobocabin Cikole Bandung
caca hidayat,5.0,,6 months,Bobocabin Cikole Bandung
Michael Tanubrata,5.0,A perfect getaway in Cikole. Lokasinya di tengah hutan pinus. Malam adem dan ga ada nuansa horor. Bisa grabfood dianter ke atas. Kamar standard ga ada wc dalem.,6 months,Bobocabin Cikole Bandung
Scope,4.0,,6 months,Bobocabin Cikole Bandung
arie susandra,5.0,,6 months,Bobocabin Cikole Bandung
Pradipta Riko,5.0,,6 months,Bobocabin Cikole Bandung
ingrid udjung,5.0,Dinginnnn...bersih...,6 months,Bobocabin Cikole Bandung
Rama Dana,5.0,,6 months,Bobocabin Cikole Bandung
Irene Sugita Wang,5.0,,6 months,Bobocabin Cikole Bandung
Ellrica Jana,2.0,"Pas dateng, air mati, mesti nunggu kiriman air yg lama. gak bisa ke wc, ambil wudhu, mandi. ada kotoran manusia berceceran di wc dan tempat mandi dan gaada cleaning service yg standby. breakfast menunya sangat basic dan sedikit. kamar/pod kita banyak yg rusak (lampu gabisa dimatiin, speaker ga nyala, pokoknya yg bikin unique malah kacau semua). lampu jalanan depan kita ga nyala jdnya gelap. service yg dimintain tolong iya2 aja tapi gak pernah dibenerin. dan yg ngeselin juga, ke lokasi dari parkir mobil tuh mesti naik mobil khusus dr bobocabin, tapi mobilnya cuma SATU dan cuma muat 3 orang. sedangkan tamu yang datang banyak. udah gitu lamaaaa bgt padahal sebenernya deket.

NOT RECOMMENDED ketika holiday-season karena jelas mereka gak siap. bayar super mahal kayak gini di tempat lain bisa dapat pemandangan yang sama tapi dengan service yg lebih maksimal.",6 months,Bobocabin Cikole Bandung
Aryo Nugroho,5.0,Camping santai di tengah hutan pinus. Fasilitas lengkap. Staff ramah dan responsif.,6 months,Bobocabin Cikole Bandung
Tito Sansevieria,5.0,,6 months,Bobocabin Cikole Bandung
Indri Wijaya,5.0,Dingiiiiin enak banget,6 months,Bobocabin Cikole Bandung
Eva,5.0,Keren,6 months,Bobocabin Cikole Bandung
Ari Cahyono,4.0,,6 months,Bobocabin Cikole Bandung
Valencia H.,2.0,Not worth the hype and money tbh. Service and cleanliness of the shared bathroom could be improved. There are way too many flies during the day.,6 months,Bobocabin Cikole Bandung
agus tyan,5.0,Wow,6 months,Bobocabin Cikole Bandung
wahyu ginanjar,4.0,,6 months,Bobocabin Cikole Bandung
Nurijaya Oxygen,5.0,,6 months,Bobocabin Cikole Bandung
Nikki Tirta,5.0,"Ada plus minus nya nginep disini, kalo siang cukup panas kamarnya, tapi kalo sore dan habis magrib, makin syahdu, gak ada kesan serem sama sekali, yang ada sangat estetic semua. Service pelayanan cukup lama, mungkin karena saya dtg musim libur, mesen api unggun aja, 1 jam msh belum dateng, kalo siang juga lalet nya cukup banyak dan mengganggu",6 months,Bobocabin Cikole Bandung
Lieza Muliasari,4.0,,6 months,Bobocabin Cikole Bandung
Jasen Ericko,1.0,"Tgl 18/12 pagi hari jam 10, sewaktu mandi tidak ada air yg mengalir, mau cebok juga gak bisa, sampoan di kepala gak bisa dibilas.
Kek mana nih 😂 Kacau",6 months,Bobocabin Cikole Bandung
Anisa Fitri098,4.0,,6 months,Bobocabin Cikole Bandung
fissilmi kaffah,4.0,,6 months,Bobocabin Cikole Bandung
Annisa Salsabila,4.0,nice,6 months,Bobocabin Cikole Bandung
Hendra Setiono,5.0,,6 months,Bobocabin Cikole Bandung
ekta viana,4.0,"Tempatnya oke sih, dingin aku yg d standart room agak panas kalau siangan untuk makanan aku order hotpot rasanya sih ya biasa aja. View nya oke. Kamar mandi di luar juga ok tp ada yg ngrokok jadi agak bau rokok.",7 months,Bobocabin Cikole Bandung
tahid project,4.0,"Tempat liburan yang engga bisa dilupakan biarpun awal kedatangan ada drama hujan tapi besoknya tetap dapat suasana enak nya dengan alam fasilitas cabin nya juga engga yang kaleng"" mantap banget",7 months,Bobocabin Cikole Bandung
Adria Gutawa,3.0,"I'm new into glamping, so this might affect this review. First of all, this place is really beautiful and picture perfect. But there are quite alot of missing details that can be improved upon (especially with the price tag).
1. The cleanliness of the hot tub. The hot tub wasnt really clean, alot of branches and there's bug on it. I need to call room service to clean these.
2. The cleanliness of the cabin. Unfortunately my room got quite alot of houseflies and the cleanliness isnt up to me and my family standard until we need to be relocated to a new cabin. Props to the staffs who always gives alternatives and solutions.
3. The hot water is limited to 20 L, after tht it need to recharge for quite sometimes. Please take a notes on this just in case u need more hot water.
4. It will be nice if they have a hotel/glamping slipper.

Overall its pretty nice experience staying at this place, but all those missing details affects quite alot for my experience. Hence the 3 out of 5 score.",7 months,Bobocabin Cikole Bandung
Sania Armawati,5.0,Penginapan yang bikin nyaman bangeet fasilitas sudah lengkap dan room yang sangat bersih fasilitan sudah modern lampu kamar bisa ganti2 warna kunci pintu sudah dengan tab layaknya hotel berbintang dengan view pohon pinus dan disediakan spot api unggun juga...,7 months,Bobocabin Cikole Bandung
Syaffa Alfira,4.0,"Sensasi tidur di tengah hutan, fasilitasnya mantap. Akses ke kamar juga pakai aplikasi scan barcode. Harga per malamnya lumayan dah wkwk",7 months,Bobocabin Cikole Bandung
Jacqueline,2.0,"I am not sure I will ever stay here again. Despite the hefty price tag of 2.8 million, booking the ""executive cabin"" did not provide the value I anticipated. For the cost, I would recommend exploring other alternatives with better service and amenities. Since they don't provide breakfast and AC.

The room is very spacious and I think you could actually fit 5-6 people, it's pretty clean. HOWEVER, the amount of flies during the day is crazy, there are AT LEAST 50 of them!! We expect that there will be small insects since they provide ""forest living"" experience but we didn't expect that there are so many flies!

As someone who used to sleep with AC, it was actually not so cool during the night inside the cabin, i had trouble sleeping because of the heat. Obviously it was worse during the day.

And don't get me started on the service. We waited 30 minutes for the shuttle from the parking lot to the lobby for check-in. We had to lug our bags uphill in the rain. And to top it off, it wasn't a one-time thing; it happened twice. The second time was after we got back from dinner around 9:30 pm. We found ourselves waiting again for the shuttle car for what felt like forever. After a prolonged wait (with no one ahead of us), we decided to take matters into our own hands and make our way up without it.

And bug spray? We asked three times in 150 minutes before they finally handed it over. The shared bathroom was a mess too—puddles everywhere. Overall, it's a pass for me unless they fix these things.",7 months,Bobocabin Cikole Bandung
Ganjar Ginanjar,4.0,Re fresh,7 months,Bobocabin Cikole Bandung
nandana yumna,5.0,,7 months,Bobocabin Cikole Bandung
Trip.com Member,4.0,Good stay,7 months,Bobocabin Cikole Bandung
Jimmy Lesmana,4.0,Setelah kesana baru tau ternyata…,7 months,Bobocabin Cikole Bandung
leny alifah,2.0,"Untuk lokasi strategis akses mudah sekali, pas ke kamar juga ada fasilitas kaya tosa gitu. Pelayanan ramah ramah semua, Nah untuk kamarnya ini, untuk harga 1,3 an mending pilih villa lain deh kalo tujuanya buat dapet view ditengah hutan krna kalo pagi sampe sore super engap panas krna tidak ada ac, mungkin krna lokasinya di tengah lembang yg udaranya sejuk tapi kalo konsepnya cabin kalo pagi sampe siang tuh malah panas banget engga karuan, untuk kamar mandi bersih cuma engga ada blowernya jadi air yang menggenang di lantai itu engga kering kering jadi malah bikin becek, tidak disediakan sandal juga, untuk handuk juga apek. Selain itu bagus, cuma ya sekali aja sih mending cari hotel sekalian atau vila lain",7 months,Bobocabin Cikole Bandung
Daniel Ori,5.0,Kekurangannya hanya disini banyak Lalat dan mungkin bagi yang bawa barang banyak dan stroller agak kesulitan karna jalur ke kabinnya menanjak.,7 months,Bobocabin Cikole Bandung
Puji Astuti,5.0,,7 months,Bobocabin Cikole Bandung
Bistok Diiel Lelono,4.0,"if you are looking for a quick escape to the nature and you or your couple are not the adventurous type then this is a great place,. It offer easy access to food, bobobox standard bathroom, and room service. you can do barbecue and lit a campfire; of course with a (reasonable) cost. the location is very near to orchid forest Cikole or several ecotourism site.
however you will not get the maximum outdoor experience here; their surrounding was too bright for stargazing, while the reason was to keep the animal away it was a let down to have bright night in the forest..",7 months,Bobocabin Cikole Bandung
Anggan Kurniawan,5.0,,7 months,Bobocabin Cikole Bandung
Anwarfmly,4.0,Sangat bagus utk mengedukasi anak² namun bagi kamar standar sedikit problem karena toilet dan kamar mandi yang sedikit jauh dr kamar stay . Terima kasih,7 months,Bobocabin Cikole Bandung
Natanael Bagenda Arihta,4.0,"Moderate stay. Kamar cukup bersih, teknologi yg di tawarkan dalam kamar semua berjalan sesuai janji. Tapi untuk harga weekend cukup overprice. Air hot tub sedikit keruh. Pengiriman makanan ojek online bisa akses lngsung ke kabin yang membuat cukup memudahkan. Stay di harga weekday atau low season cukup worth the money.",7 months,Bobocabin Cikole Bandung
Andreas,5.0,Good,7 months,Bobocabin Cikole Bandung
Aji Wibowo,5.0,,7 months,Bobocabin Cikole Bandung
Fitri Maishara Syahrul,5.0,,7 months,Bobocabin Cikole Bandung
Ridwan Manyun,5.0,"Bagus tempat nya nyaman dan bersih, udara nya juga sejuk, cocok untuk keluarga atau bersama pasangan",7 months,Bobocabin Cikole Bandung
Eka Daniati,4.0,,7 months,Bobocabin Cikole Bandung
ade aryoko,5.0,,7 months,Bobocabin Cikole Bandung
J W,1.0,,7 months,Bobocabin Cikole Bandung
Donny Wilshere,4.0,,7 months,Bobocabin Cikole Bandung
Felix Felicis,2.0,"Dtng ke bobocabin karena rekomen dr temen2 untuk holiday gateway. Awalnya saya penasaran karena konsep cabin in the wood with smart system.
Good point for smart systems (smart lighting and smart window)
From architect point of view, ada beberapa hal yg kurang: (note: saya dtng check in malam hari dan hujan deras. Saya pesan deluxe)
1. Jalanan bebatuan yang menanjak dan lampu penerangan jalan yg kurang (wkt hujan malam2, sangat seram)
2. Ketika hujan, harus mengeluarkan hp, not good. Hp bisa basah. Canopy di entrance door not helpful after all
3. So much weakness on the interior design. When u build cabin in the wood (pay attention to the weather and condition) with HPL, it easily gets burst open dan gelembung. Nat Hpl ga rapih, maybe jarak nat nya too big. Sayang banget ini
4. Lighting itself not that bright altho uda 100% brigtness nya.
5. Bathroom using ceramic? Semua keramiknya copot lol. Nat keramik ga dibersihkan dengan benar, makanya lumut everywhere. Why dont use solid surface untuk showerpan nya? Supaya seamless. And the floor drain. It stucks, so flood in showerpan.
6. Using PVC for bathroom floor for kamar mandi kering? I dont know its a good choice
7. Sink too big? Using other furniture to place our bathroom amenities. Using HPL for furniture in bathroom. Hpl is not waterproof, ngelotok semua
8. Peletakan hand shower is too low
9. No activities provided complimentarity whatsoever. Everything is must be paid
10. Exterior wise: talang air isinya dahan2 pinus lol. Air hujan tidak mengalir seharusnya
11. Canopy at entrance door is not properly built. Padahal uda pke kaca. Sayang aja gt :(
12. Shoes place at outside?
13. Pest is not good. Too much flies, mosquitos, other small bugs (some kind of anak lalat).

Other notes:
Pay something2 hundred Rupiah just for sleep and take a shower with pemandangan hutan pinus is too pricey. Maybe consider to take care more of the details what costumers need. Other than that, this experience is for one in lifetime. Thank you for new experince of this in indonesia. Keep on good work bobobox!",7 months,Bobocabin Cikole Bandung
Mirna Bela,5.0,,7 months,Bobocabin Cikole Bandung
heru end,5.0,,7 months,Bobocabin Cikole Bandung
Eilyn Driz,4.0,Advise: bring your own food! Perfect weather🤗,7 months,Bobocabin Cikole Bandung
Nurhayati Ali,3.0,,8 months,Bobocabin Cikole Bandung
Muhammad Refqi,5.0,"Tempat bagus, waktu masuk ada bbrp bagian kamar kurang bersih, smoga bs ditingkatkan",8 months,Bobocabin Cikole Bandung
Eilyn Driz,4.0,Nice area. Cold and clean. Cabins are nice. Make sure to bring your own food. Many from their menu are not available. Can easily order via online service,8 months,Bobocabin Cikole Bandung
Satrio Septiono,5.0,"Tempatnya bagus, buat kerja jg enak.
Experience yg cukup berkesan menginap di tempat seperti ini.
Catatan : harus bawa persediaan makan dari luar yg cukup",8 months,Bobocabin Cikole Bandung
Nuki Pribawanto,5.0,Cool and comfortable,8 months,Bobocabin Cikole Bandung
Nadira Raihanah,5.0,,8 months,Bobocabin Cikole Bandung
Melody,3.0,"Secara keseluruhan kabinnya nyaman, bersih, dan pemandangannya indah. Staf di lokasi ramah dan mau membantu mengangkat koper kami hingga ke kabin. Namun, di kabin tidak ada AC sehingga saat siang hari panas. Harga sewa kabin juga tidak termasuk makan pagi. Dengan harga segitu menurut saya overprice. Kami coba kegiatan hiking untuk 3 orang, booked di jam 7 tapi guide-nya terlambat 2 jam. Sebelumnya kami juga sudah tanya apakah biayanya benar Rp. 75.000/pax dan jika kurang dari 10 orang bagaimana. Admin lalu menjawab “untuk hiking jika kurang dari 10 kakaknya tetap biaya yang sama^^”. Namun, ujung2nya kami ditagih bayar biaya 10 orang padahal kami cuma bertiga dan hal ini tidak diinfokan secara detail. Semoga bisa diperbaiki kedepannya agar tidak lagi terjadi miskomunikasi.",8 months,Bobocabin Cikole Bandung
