nama,bintang,komentar,Waktu,Place name,clean_text
dimas radityo,5.0,"Cabin No. 4 has the best view, even though it's at the top, the view is the best.",a month,Bobocabin Madasari Pangandaran,"cabin no4 best view, walau paling atas, tapi view nya paling oke."
Ressy Susanti,5.0,"The first bobocabin that I tried, the place is very nice to relax, because it is far from the hustle and bustle of the Pangandaran beach, there is our own private beach, so we can play on a quiet beach, there are not many visitors, only fellow visitors of the bobocabin, we booked a deluxe cabin, not too spacious, 1 queen size bed, bathroom in the house but still enough for 2 adults and 2 small children. we arrived at the location at less than 4 p.m., when we arrived at the info cabin, we were a bit nagging a little bit, because it was long past the check-in time and the time was still not ready, finally at the info there was a cabin that was ready, we waited for about 15 minutes. the location of the cabin is on the cliff, it's a mistake to use a super large suitcase, it's very heavy because the access is all stairs, so the suitcase must be lifted up to the top, fortunately the staff wants to help us carry our suitcases, don't forget to tip us for the food menu, room service can only be ordered until the clock .5 pm . breakfast is available for 2 pax, you can choose the menu, and you can buy additional menu items as well as breakfast in front of the cabin, so the food is delivered to our cabin when it's ready, oia, the downside of breakfast is that you can only get nasgor and fruit, not even given a drink at all, even though it should can be given mineral water in a glass just like that. so far I'm quite satisfied staying here, the view from the cabin where we stayed is also very nice, right at the sea, the window can be set on off, also staying at the bobocabin, it's mandatory to download the bobobox application, because all our access is using the application, unlocking, chatting with staff, ordering food, light and window settings in the cabin, even check out through the application",a month,Bobocabin Madasari Pangandaran,"bobocabin pertama yang dicoba, tempatnya enak banget buat relax, karena jauh dari hiruk pikuk keramaian pantai pangandaran ada private beach sendiri, jadi kita bisa main di pantai yang sepi enggak banyak pengunjung cuma sesama pangunjung bobocabin saja kita pesan deluxe cabin, enggak terlalu luas, 1 kasur queen size, kamar mandi di dalem tapi masih cukup buat 2dewasa 2anak kecil . kita sampai di lokasi jam.4 kurang, pas di info cabin kita belum siap agak ngomel dikit, karena kan sudah lewat lama dari jam check ini masa masih belum siap, akhirnya di info ada cabin yang sudah ready, menunggu sekitar 15menit . lokasi cabin ada diatas tebing, salah banget pakai koper super gede, berat banget karena aksesnya tangga semua jadi koper wajib diangkat sampai ke atas untung staff nya mau bantuin bawa koper kita, jangan lupa kasih tip untuk menu makanan, room service cuma bisa dipesan sampai jam.5 sore . sarapan dapat 2pax, bisa pilih menu, dan bisa beli tambahan menu makanan lain juga sarapan di depan cabin, jadi makanan diantar ke cabin kita saat sudah ready oia, minusnya sarapan cuma dapat nasgor dan buah saja, bahkan tanpa dikasih minum sama sekali, padahal harusnya bisa lah dikasih air mineral yang di gelas saja begitu . so far cukup puas nginep disini view dari cabin tempat kita nginep juga bagus banget langsung laut lepas jendelanya bisa di setting on off juga nginep di bobocabin wajib download aplikasi bobobox, karena semua akses kita pakai aplikasi itu, buka kunci, chat staff, pesan makanan, setting lampu dan jendela dalam cabin, bahkan check out pun lewat aplikasi"
Poej Ammar,5.0,"I don't want to go home.. 😂 but the price is good wkwkkk the main thing is cool even if there is a problem, it turns out the camera light is off",a month,Bobocabin Madasari Pangandaran,"enggak mau pulang.. 😂 tapi lumayan harganya wkwkkk pokoknya keren walopun ada trouble,ternyata lampu kamer mati"
Dhiya F Zhafirah,5.0,"If the service is good, I'll give it 100 stars!",2 months,Bobocabin Madasari Pangandaran,kalo bisa servicenya aku kasih bintang 100!
Rasya Radhitya Ananda,5.0,"the beach was pretty unique, i love the sands, even though there is a trash, but still i don't care, it's unique",2 months,Bobocabin Madasari Pangandaran,"the beach was pretty unique, i love the sands, even though there is a trash, but still i don't care, it's unique"
Tanpa Nama,5.0,love keren,2 months,Bobocabin Madasari Pangandaran,love keren
Bayu Satrio,5.0,"The first bobocabin that was tried and satisfied. from the trip I already imagined it would be very cool and private because the road is quite far inside. but it turned out to be more than the expectation of a very comfortable place even though the deluxe one is above so hahaheh 🤣, but the room is comfortable, clean and the technology is really cool. everything is operated using a mobile phone from unlocking to changing the color of the lights. and almost all the rich bobocabins use glass that can be blurred using a mobile phone, the private beach is very quiet but this one input for the food should be taken into account again 😁🙏 the rest is the best",4 months,Bobocabin Madasari Pangandaran,"bobocabin pertama yang di coba dan memuaskan. dari perjalanan sudah terbayang bakal keren banget dan private karena jalan lumayan jauh ke dalam. tapi ternyata lebih ekspektasi tempat nyamam banget walaupun yang deluxe ada ke atas jadi hahehoh 🤣, tapi kamar nyaman bersih dan teknologinya keren banget. semua kendalilan pakai hp dari buka kunci sampai ganti warna lampu. dan hampir semua bobocabin kayanya ya pakai kaca yang bisa blur pakai hp private beachnya sepi banget tapi satu nih masukan buat makanan diperhatikam lagi 😁🙏 selebihnya the best"
Dee,5.0,"love to stay here, love the private beach",5 months,Bobocabin Madasari Pangandaran,"love to stay here, love the private beach"
Arya Supriadin,5.0,"suitable for healing, there is a private beach, the view from the cabin is lacking because it is blocked by trees, but if there are no trees, it is very hot during the day... overall recommended.",5 months,Bobocabin Madasari Pangandaran,"cocok untuk healing ada private beach nya, untuk view dari cabin kurang sih karena terhalang pohon² tapi kalo enggak ada pohon panas banget kalo siang.. overall recommended."
Masih Amatir,5.0,im falling in love,5 months,Bobocabin Madasari Pangandaran,im falling ini love
Sofyan Triana,5.0,"two words for bobocabin and the view. ""extraordinary""",5 months,Bobocabin Madasari Pangandaran,"dua kata buat bobocabin dan pemandangannya. ""luar biasa"""
Wahyudi Wahyudi,5.0,"completely fun: food, views, helper, all great",6 months,Bobocabin Madasari Pangandaran,"completely fun: food, views, helper, all great"
puji lestari,5.0,"the sea view is cool..especially in the morning. there are corals that whistle. the room is clean..too bad you only get one drink of water, no refill",6 months,Bobocabin Madasari Pangandaran,pemandangan lautnya keren..apalagi saat pagi. ada karang yang berseruling. kamar bersih..sayang cuma dapat air minum sekali indak ada refill
ARIEF “OYIKK” HARTAWAN,5.0,best place to memakai a rave party.,7 months,Bobocabin Madasari Pangandaran,best place to memakai a rave party.
Mila Yanuar,5.0,"the place is okay.. the view is really good, even though you have to climb stairs that make you sweaty to get to the cabin. the service is okay, the food is quite good.",7 months,Bobocabin Madasari Pangandaran,"tempat nya okee.. view nya oke banget, walopun harus mendaki tangga yang lumayan bikin keringetan untuk sampai ke cabin nya. pelayanan nya oke, makanan nya lumayan."
Sira Maya,5.0,very satisfied,8 months,Bobocabin Madasari Pangandaran,puas banget
